Source,Target,Type,Id,Label,timeset,Weight
mahwe311,933557217,Directed,575496,,,1
mohammed_slman,933557217,Directed,575488,,,1
DAWN_Arabic,933557216,Directed,575425,,,30
NasserAlajmi89,DAWN_Arabic,Directed,486993,,,1
lawyerasim,DAWN_Arabic,Directed,437937,,,1
Hudhaif9,DAWN_Arabic,Directed,408954,,,1
933557216,DAWN_Arabic,Directed,575423,,,30
NasserAlajmi89,mtqlon,Directed,486706,,,1
NasserAlajmi89,abo3asam,Directed,487198,,,1
mahwe311,abo3asam,Directed,446693,,,1
lawyerasim,abo3asam,Directed,437986,,,1
Kh_OZ,abo3asam,Directed,427409,,,1
islamicommapart,abo3asam,Directed,419578,,,1
Hudhaif9,abo3asam,Directed,409119,,,1
Alsamhouri,abo3asam,Directed,339583,,,1
NasserAlajmi89,saudibus111,Directed,486578,,,1
mohammed_slman,saudibus111,Directed,467859,,,1
merqazzz,saudibus111,Directed,455094,,,1
Hudhaif9,saudibus111,Directed,408559,,,1
Rasha_au,TheJoker198,Directed,512809,,,1
NasserAlajmi89,TheJoker198,Directed,486512,,,1
Hudhaif9,TheJoker198,Directed,408503,,,1
DiasporaConfKsa,TheJoker198,Directed,376513,,,1
Abdullah96wa,933557380,Directed,577541,,,30
Abdullah96wa,933556409,Directed,565822,,,30
Rasha_au,Abdullah96wa,Directed,512896,,,1
NasserAlajmi89,Abdullah96wa,Directed,487202,,,1
m3takl_en,Abdullah96wa,Directed,443789,,,1
islamicommapart,Abdullah96wa,Directed,419582,,,1
Hudhaif9,Abdullah96wa,Directed,409124,,,1
DiasporaConfKsa,Abdullah96wa,Directed,376592,,,1
islamicommapart,Abdulmeden1,Directed,419581,,,1
DiasporaConfKsa,Abdulmeden1,Directed,376591,,,1
m3takl_en,salabdali1976,Directed,443667,,,1
Kh_OZ,salabdali1976,Directed,426963,,,1
islamicommapart,salabdali1976,Directed,419189,,,1
DiasporaConfKsa,salabdali1976,Directed,376518,,,1
Alsamhouri,salabdali1976,Directed,339329,,,1
Hudhaif9,933556265,Directed,564095,,,1
Hudhaif9,933557277,Directed,576136,,,1
Hudhaif9,933556570,Directed,567447,,,1
Hudhaif9,933557331,Directed,576544,,,1
Hudhaif9,933556732,Directed,569482,,,1
Hudhaif9,933556409,Directed,565912,,,1
Hudhaif9,933557380,Directed,577656,,,1
Hudhaif9,933556292,Directed,564651,,,1
Hudhaif9,933556634,Directed,568230,,,1
Hudhaif9,933557400,Directed,578144,,,1
Hudhaif9,933556699,Directed,569130,,,1
Hudhaif9,933556747,Directed,569825,,,1
Hudhaif9,933557347,Directed,577114,,,1
Hudhaif9,933556831,Directed,571597,,,1
Hudhaif9,933557363,Directed,577386,,,1
Hudhaif9,933557273,Directed,576011,,,1
Hudhaif9,3qb14,Directed,409155,,,1
Hudhaif9,A7medHakami,Directed,409140,,,1
Hudhaif9,abdofares,Directed,409131,,,1
Hudhaif9,abukarsh2018,Directed,409106,,,1
Hudhaif9,AdelAljubeir,Directed,409104,,,1
Hudhaif9,ahmadalzarra76,Directed,409095,,,1
Hudhaif9,Al_Wile7,Directed,409070,,,1
Hudhaif9,alaa_q,Directed,409068,,,1
Hudhaif9,alboflasa,Directed,409060,,,1
Hudhaif9,Alghamdi_AA,Directed,409056,,,1
Hudhaif9,alghaslan,Directed,409055,,,1
Hudhaif9,alia_ww,Directed,409048,,,1
Hudhaif9,AljamalSalma,Directed,409044,,,1
Hudhaif9,AnaAlarabytv,Directed,409024,,,1
Hudhaif9,Ania27El,Directed,409022,,,1
Hudhaif9,AOAltwaijri,Directed,409017,,,1
Hudhaif9,ashmlan,Directed,409007,,,1
Hudhaif9,Assaadtaha,Directed,409004,,,1
Hudhaif9,cou_revolution,Directed,408966,,,1
Hudhaif9,d_iplo,Directed,408962,,,1
Hudhaif9,Dr_aljezza,Directed,408945,,,1
Hudhaif9,DrBaderALdahoom,Directed,408938,,,1
Hudhaif9,DrMahmoudRefaat,Directed,408934,,,1
Hudhaif9,ESOHumanRights,Directed,408915,,,1
Hudhaif9,FarisAbaalkhail,Directed,408905,,,1
Hudhaif9,ghariba33,Directed,408881,,,1
Hudhaif9,greatsaudipod,Directed,408877,,,1
Hudhaif9,Hala_Aldosari,Directed,408874,,,1
Hudhaif9,hukusfof,Directed,408845,,,1
Hudhaif9,imankais1,Directed,408830,,,1
Hudhaif9,JabriMD,Directed,408817,,,1
Hudhaif9,JAlArb,Directed,408816,,,1
Hudhaif9,JKacadmy,Directed,408809,,,1
Hudhaif9,JoeBiden,Directed,408806,,,1
Hudhaif9,JustinTrudeau,Directed,408802,,,1
Hudhaif9,k7ybnd99,Directed,408799,,,1
Hudhaif9,LoveLiberty_2,Directed,408768,,,1
Hudhaif9,lulwaalthani,Directed,408767,,,1
Hudhaif9,Maha1410,Directed,408752,,,1
Hudhaif9,malrubaa,Directed,408743,,,1
Hudhaif9,marcowenjones,Directed,408740,,,1
Hudhaif9,maysaaX,Directed,408737,,,1
Hudhaif9,Mehmetcanbekli1,Directed,408728,,,1
Hudhaif9,merqazzz,Directed,408724,,,1
Hudhaif9,MohamedHnid,Directed,408707,,,1
Hudhaif9,Mosho_NZ,Directed,408697,,,1
Hudhaif9,moslehun,Directed,408695,,,1
Hudhaif9,MUTARED,Directed,408687,,,1
Hudhaif9,NasserAlajmi89,Directed,408672,,,1
Hudhaif9,OmaimaAlnajjar,Directed,408642,,,1
Hudhaif9,psyche_ar,Directed,408628,,,1
Hudhaif9,ramzan_alnaimi,Directed,408609,,,1
Hudhaif9,RealEmanAyad,Directed,408602,,,1
Hudhaif9,SaeedNAlGhamdi,Directed,408583,,,1
Hudhaif9,samykamaleldeen,Directed,408569,,,1
Hudhaif9,saoud_k_althani,Directed,408567,,,1
Hudhaif9,sarah_alghamidi,Directed,408565,,,1
Hudhaif9,SelimaPax,Directed,408548,,,1
Hudhaif9,shoaa_ahm,Directed,408541,,,1
Hudhaif9,sowtalnaas,Directed,408531,,,1
Hudhaif9,SPAregions,Directed,408529,,,1
Hudhaif9,spectatorindex,Directed,408527,,,1
Hudhaif9,tahaalhajji,Directed,408516,,,1
Hudhaif9,urooobh_,Directed,408479,,,1
Hudhaif9,USAbilAraby,Directed,408478,,,1
Hudhaif9,vbfy547,Directed,408473,,,1
Hudhaif9,viviannereim,Directed,408469,,,1
Hudhaif9,WajdWaqfi,Directed,408464,,,1
Hudhaif9,Walidfitaihi,Directed,408461,,,1
Hudhaif9,yahyahawwa,Directed,408444,,,1
Hudhaif9,yakathah,Directed,408442,,,1
Hudhaif9,YeniSafakArabic,Directed,408440,,,1
Hudhaif9,Yousuf_Alkamali,Directed,408434,,,1
NasserAlajmi89,Hudhaif9,Directed,486861,,,1
merqazzz,Hudhaif9,Directed,455124,,,1
Kh_OZ,Hudhaif9,Directed,427163,,,1
islamicommapart,Hudhaif9,Directed,419352,,,1
NasserAlajmi89,JabriMD,Directed,486844,,,1
mohammed_slman,JabriMD,Directed,467964,,,1
NasserAlajmi89,JKacadmy,Directed,486833,,,1
lawyerasim,JKacadmy,Directed,437903,,,1
Alsamhouri,JKacadmy,Directed,339421,,,1
islamicommapart,JoeBiden,Directed,419325,,,1
Rasha_au,zalmoayyad,Directed,512802,,,1
NasserAlajmi89,zalmoayyad,Directed,486464,,,1
islamicommapart,zalmoayyad,Directed,419089,,,1
DiasporaConfKsa,zalmoayyad,Directed,376509,,,1
islamicommapart,Alghamdi_AA,Directed,419535,,,1
DiasporaConfKsa,Alghamdi_AA,Directed,376584,,,1
REEMSulaiman80,hw_saudiwomen,Directed,BM14602,,,10
NasserAlajmi89,hw_saudiwomen,Directed,486856,,,1
m3takl_en,hw_saudiwomen,Directed,443737,,,1
Rasha_au,abukarsh2018,Directed,512894,,,1
NasserAlajmi89,ESOHumanRights,Directed,486944,,,1
m3takl_en,ESOHumanRights,Directed,443748,,,1
islamicommapart,ESOHumanRights,Directed,419395,,,1
DiasporaConfKsa,ESOHumanRights,Directed,376558,,,1
Alsamhouri,ESOHumanRights,Directed,339468,,,1
mohammed_slman,Ali_Alomary,Directed,468060,,,1
islamicommapart,Ali_Alomary,Directed,419528,,,1
iabomar,Ali_Alomary,Directed,412478,,,1
Alsamhouri,Ali_Alomary,Directed,339543,,,1
abanaemah,Ali_Alomary,Directed,299609,,,1
AYS_300,AliBadahdah,Directed,359508,,,1
abanaemah,AliBadahdah,Directed,299608,,,1
m3takl_en,HamzahAlkinani,Directed,443739,,,1
islamicommapart,HamzahAlkinani,Directed,419361,,,1
Rasha_au,shoaa_ahm,Directed,512815,,,1
NasserAlajmi89,shoaa_ahm,Directed,486560,,,1
DiasporaConfKsa,shoaa_ahm,Directed,376516,,,1
merqazzz,imankais1,Directed,455120,,,1
Kh_OZ,imankais1,Directed,427146,,,1
alzuair,imankais1,Directed,342374,,,1
Alsamhouri,imankais1,Directed,339431,,,1
NasserAlajmi89,alia_ww,Directed,487127,,,1
m3takl_en,alia_ww,Directed,443778,,,1
DiasporaConfKsa,alia_ww,Directed,376580,,,1
NasserAlajmi89,habbrr,Directed,486885,,,1
OmaimaAlnajjar,933557380,Directed,577539,,,30
Rasha_au,OmaimaAlnajjar,Directed,512825,,,1
NasserAlajmi89,OmaimaAlnajjar,Directed,486656,,,1
m3takl_en,OmaimaAlnajjar,Directed,443685,,,1
DiasporaConfKsa,OmaimaAlnajjar,Directed,376522,,,1
KarenAttiah,933556831,Directed,571629,,,10
m3takl_en,KarenAttiah,Directed,443722,,,1
NasserAlajmi89,humaid22,Directed,486859,,,1
Kh_OZ,humaid22,Directed,427162,,,1
NasserAlajmi89,GwadyM,Directed,486887,,,1
jamilfarsi,GwadyM,Directed,422022,,,1
abanaemah,GwadyM,Directed,299441,,,1
abanaemah,samykamaleldeen,Directed,299274,,,1
eisa81617,WaleedSulais,Directed,381726,,,1
AYS_300,WaleedSulais,Directed,359309,,,1
abukhald100,WaleedSulais,Directed,314549,,,1
Ana3rabeya,933556882,Directed,572434,,,10
Rasha_au,Ana3rabeya,Directed,512881,,,1
merqazzz,Ana3rabeya,Directed,455144,,,1
933556882,Ana3rabeya,Directed,572108,,,10
DiasporaConfKsa,Ana3rabeya,Directed,376569,,,1
NasserAlajmi89,hukusfof,Directed,486860,,,1
AYS_300,aesa_al_nukhifi,Directed,359536,,,1
abukhald100,aesa_al_nukhifi,Directed,314641,,,1
Abubelal_1951,aesa_al_nukhifi,Directed,314176,,,1
NasserAlajmi89,yakathah,Directed,486477,,,1
lawyerasim,yakathah,Directed,437850,,,1
Kh_OZ,yakathah,Directed,426873,,,1
islamicommapart,yakathah,Directed,419099,,,1
eisa81617,yakathah,Directed,381725,,,1
AYS_300,yakathah,Directed,359304,,,1
abukhald100,yakathah,Directed,314547,,,1
Abubelal_1951,yakathah,Directed,314076,,,1
abanaemah,yakathah,Directed,299229,,,1
JuliaLegner,ALQST_En,Directed,BM09058,,,30
JuliaLegner,933557259,Directed,575769,,,10
m3takl_en,JuliaLegner,Directed,443723,,,1
NasserAlajmi89,Hala_Aldosari,Directed,486881,,,1
merqazzz,Hala_Aldosari,Directed,455129,,,1
m3takl_en,Hala_Aldosari,Directed,443740,,,1
eisa81617,Hala_Aldosari,Directed,381753,,,1
DiasporaConfKsa,Hala_Aldosari,Directed,376551,,,1
AYS_300,Hala_Aldosari,Directed,359432,,,1
mohammed_slman,Abdullah_akeel,Directed,468091,,,1
eisa81617,Abdullah_akeel,Directed,381792,,,1
AYS_300,Abdullah_akeel,Directed,359548,,,1
jamilfarsi,933556520,Directed,566816,,,1
jamilfarsi,933556356,Directed,565322,,,1
jamilfarsi,abanaemah,Directed,422082,,,1
jamilfarsi,AbdulahAlshamri,Directed,422079,,,1
jamilfarsi,AdiAlherbish,Directed,422072,,,1
jamilfarsi,almalki_80,Directed,422060,,,1
jamilfarsi,Asem,Directed,422050,,,1
jamilfarsi,AzizAlgasim,Directed,422048,,,1
jamilfarsi,Benfaleh,Directed,422044,,,1
jamilfarsi,dr_algmas,Directed,422040,,,1
jamilfarsi,FarisAbaalkhail,Directed,422031,,,1
jamilfarsi,ghathami,Directed,422024,,,1
jamilfarsi,jabertoon,Directed,422010,,,1
jamilfarsi,khalaf_h,Directed,422004,,,1
jamilfarsi,khfba,Directed,422001,,,1
jamilfarsi,kwabil,Directed,421998,,,1
jamilfarsi,maysaaX,Directed,421993,,,1
jamilfarsi,mohanna63,Directed,421988,,,1
jamilfarsi,Moncef_Marzouki,Directed,421982,,,1
jamilfarsi,omarhuss,Directed,421969,,,1
jamilfarsi,otsaad,Directed,421965,,,1
jamilfarsi,qunaibet,Directed,421962,,,1
jamilfarsi,shugairi,Directed,421943,,,1
jamilfarsi,tayebms,Directed,421938,,,1
jamilfarsi,TurkiAldakhil,Directed,421935,,,1
jamilfarsi,Walidfitaihi,Directed,421930,,,1
jamilfarsi,ZiadAldrees,Directed,421928,,,1
abanaemah,jamilfarsi,Directed,299413,,,1
merqazzz,qunaibet,Directed,455101,,,1
Alsamhouri,qunaibet,Directed,339339,,,1
abukhald100,qunaibet,Directed,314566,,,1
abanaemah,qunaibet,Directed,299306,,,1
NasserAlajmi89,kwabil,Directed,486805,,,1
AYS_300,kwabil,Directed,359403,,,1
alzuair,kwabil,Directed,342350,,,1
mohammed_slman,shugairi,Directed,467851,,,1
LayanGCC,shugairi,Directed,438008,,,1
abanaemah,Dr_alqarnee,Directed,299503,,,1
mohammed_slman,AlArabiya_Brk,Directed,468068,,,1
islamicommapart,AlArabiya_Brk,Directed,419542,,,1
AYS_300,AlArabiya_Brk,Directed,359518,,,1
Alsamhouri,AlArabiya_Brk,Directed,339557,,,1
iabomar,moawady,Directed,412350,,,1
Alsamhouri,933556570,Directed,567503,,,1
Alsamhouri,933557079,Directed,574184,,,1
Alsamhouri,933557095,Directed,574431,,,1
Alsamhouri,933557400,Directed,578198,,,1
Alsamhouri,933556882,Directed,572370,,,1
Alsamhouri,933557441,Directed,578877,,,1
Alsamhouri,933556699,Directed,569145,,,1
Alsamhouri,933556831,Directed,571609,,,1
Alsamhouri,933557343,Directed,576967,,,1
Alsamhouri,2Alkhateeb,Directed,339602,,,1
Alsamhouri,3mmarAbbasi,Directed,339601,,,1
Alsamhouri,AAlkhedr,Directed,339596,,,1
Alsamhouri,abanaemah,Directed,339594,,,1
Alsamhouri,abbashnasser,Directed,339593,,,1
Alsamhouri,abdlazizkhoja,Directed,339591,,,1
Alsamhouri,abughanim73,Directed,339579,,,1
Alsamhouri,ahmeddine,Directed,339570,,,1
Alsamhouri,alaa_q,Directed,339562,,,1
Alsamhouri,alestiklal,Directed,339551,,,1
Alsamhouri,Alhajlah,Directed,339548,,,1
Alsamhouri,almalki_80,Directed,339538,,,1
Alsamhouri,alsayg,Directed,339528,,,1
Alsamhouri,AnaAlarabytv,Directed,339518,,,1
Alsamhouri,AzizAlhies,Directed,339502,,,1
Alsamhouri,BDS_Arabic,Directed,339495,,,1
Alsamhouri,BelalWahb,Directed,339493,,,1
Alsamhouri,Dohyyan_suliman,Directed,339483,,,1
Alsamhouri,DrAbolfotoh,Directed,339477,,,1
Alsamhouri,DrAdnanIbrahim,Directed,339476,,,1
Alsamhouri,DrJassimSultan,Directed,339473,,,1
Alsamhouri,ghathami,Directed,339460,,,1
Alsamhouri,greatsaudipod,Directed,339457,,,1
Alsamhouri,hamzaalhassan,Directed,339451,,,1
Alsamhouri,haniham,Directed,339448,,,1
Alsamhouri,HmzhMo,Directed,339443,,,1
Alsamhouri,iyad_elbaghdadi,Directed,339426,,,1
Alsamhouri,khabbabalhamad,Directed,339410,,,1
Alsamhouri,m_abdalbari,Directed,339397,,,1
Alsamhouri,MidoAlhajji,Directed,339377,,,1
Alsamhouri,mohanna63,Directed,339369,,,1
Alsamhouri,Mohdelmoctar,Directed,339366,,,1
Alsamhouri,psyche_ar,Directed,339343,,,1
Alsamhouri,Raissouni11,Directed,339338,,,1
Alsamhouri,salahbabgi,Directed,339328,,,1
Alsamhouri,SayyedAliElAmin,Directed,339320,,,1
Alsamhouri,seyidbah,Directed,339318,,,1
Alsamhouri,SultanAljumeri,Directed,339305,,,1
Alsamhouri,t_saif,Directed,339304,,,1
Alsamhouri,tayebms,Directed,339296,,,1
Alsamhouri,TurkiAldakhil,Directed,339288,,,1
Alsamhouri,TurkiHAlhamad1,Directed,339287,,,1
Alsamhouri,USAbilAraby,Directed,339282,,,1
Alsamhouri,wddahaladab,Directed,339272,,,1
Alsamhouri,y_almatrfi,Directed,339268,,,1
Alsamhouri,ZainB,Directed,339260,,,1
NasserAlajmi89,Alsamhouri,Directed,487098,,,1
mohammed_slman,Alsamhouri,Directed,468041,,,1
merqazzz,Alsamhouri,Directed,455146,,,1
abanaemah,Alsamhouri,Directed,299582,,,1
Rasha_au,SaeedNAlGhamdi,Directed,512821,,,1
mohammed_slman,salahbabgi,Directed,467872,,,1
NasserAlajmi89,belalfadl,Directed,487037,,,1
Kh_OZ,AOAltwaijri,Directed,427319,,,1
NasserAlajmi89,AliBakeer,Directed,487124,,,1
Khaledkhoja,AliBakeer,Directed,429503,,,1
islamicommapart,drtarekelzomor,Directed,419403,,,1
Kh_OZ,maldhabyani,Directed,427093,,,1
abanaemah,maldhabyani,Directed,299373,,,1
NasserAlajmi89,Assaadtaha,Directed,487063,,,1
mohammed_slman,Assaadtaha,Directed,468027,,,1
mahwe311,Assaadtaha,Directed,446653,,,1
NasserAlajmi89,NAlbokairi,Directed,486690,,,1
Khaledkhoja,NAlbokairi,Directed,429424,,,1
Kh_OZ,NAlbokairi,Directed,427029,,,1
NasserAlajmi89,malrubaa,Directed,486768,,,1
islamicommapart,malrubaa,Directed,419296,,,1
Kh_OZ,jalshamsi777,Directed,427136,,,1
islamicommapart,jalshamsi777,Directed,419327,,,1
NasserAlajmi89,Ahmad_Alshaibah,Directed,487181,,,1
Kh_OZ,Ahmad_Alshaibah,Directed,427397,,,1
islamicommapart,muslim2day,Directed,419253,,,1
NasserAlajmi89,fikercenter,Directed,486915,,,1
islamicommapart,fikercenter,Directed,419385,,,1
abanaemah,fikercenter,Directed,299449,,,1
LayanGCC,DrSajed,Directed,438086,,,1
iabomar,DrSajed,Directed,412426,,,1
alzuair,DrSajed,Directed,342415,,,1
Khaledkhoja,mareb_alward,Directed,429436,,,1
m3takl_en,Walidfitaihi,Directed,443641,,,1
LayanGCC,Walidfitaihi,Directed,437999,,,1
abanaemah,Walidfitaihi,Directed,299235,,,1
abanaemah,Essam_Sultan,Directed,299464,,,1
Kh_OZ,saeedthabit,Directed,426966,,,1
Abubelal_1951,IsraeliAffairs,Directed,314118,,,1
abanaemah,DrAbolfotoh,Directed,299498,,,1
iabomar,yahyahawwa,Directed,412274,,,1
islamicommapart,Almatrafi,Directed,419516,,,1
alzuair,Almatrafi,Directed,342492,,,1
abanaemah,Almatrafi,Directed,299601,,,1
mohammed_slman,ZiadAldrees,Directed,467818,,,1
alzuair,ZiadAldrees,Directed,342216,,,1
abanaemah,ZiadAldrees,Directed,299219,,,1
NasserAlajmi89,DrJassimSultan,Directed,486962,,,1
abanaemah,DrJassimSultan,Directed,299482,,,1
mohammed_slman,otsaad,Directed,467894,,,1
lawyerasim,otsaad,Directed,437874,,,1
AYS_300,otsaad,Directed,359356,,,1
abanaemah,otsaad,Directed,299310,,,1
iabomar,alsayg,Directed,412470,,,1
abanaemah,alsayg,Directed,299581,,,1
Kh_OZ,alshalfia,Directed,427339,,,1
alzuair,Dohyyan_suliman,Directed,342432,,,1
Abubelal_1951,Dohyyan_suliman,Directed,314141,,,1
abanaemah,933556882,Directed,572416,,,1
abanaemah,933556520,Directed,566881,,,1
abanaemah,933557380,Directed,577727,,,1
abanaemah,933556634,Directed,568311,,,1
abanaemah,aabualmonther,Directed,299668,,,1
abanaemah,AAlkhedr,Directed,299665,,,1
abanaemah,Abbassooo,Directed,299659,,,1
abanaemah,abdelbariatwan,Directed,299657,,,1
abanaemah,abdlazizkhoja,Directed,299656,,,1
abanaemah,Abdulaziz_Omary,Directed,299654,,,1
abanaemah,aboalhodaalhoms,Directed,299647,,,1
abanaemah,AboelelaM,Directed,299646,,,1
abanaemah,Abubelal_1951,Directed,299641,,,1
abanaemah,AdelAljubeir,Directed,299638,,,1
abanaemah,afaaa73,Directed,299636,,,1
abanaemah,Al3uny,Directed,299624,,,1
abanaemah,AlmajSaud,Directed,299603,,,1
abanaemah,almalki_80,Directed,299602,,,1
abanaemah,almonajjid,Directed,299595,,,1
abanaemah,alowid,Directed,299590,,,1
abanaemah,alzuair,Directed,299575,,,1
abanaemah,amshehri,Directed,299566,,,1
abanaemah,Asem,Directed,299551,,,1
abanaemah,AzizAlgasim,Directed,299540,,,1
abanaemah,BelalWahb,Directed,299526,,,1
abanaemah,dr_algmas,Directed,299506,,,1
abanaemah,Dr_almosleh,Directed,299504,,,1
abanaemah,Dr_Heba_Raouf,Directed,299501,,,1
abanaemah,DrAdnanIbrahim,Directed,299496,,,1
abanaemah,fawaz1saad,Directed,299451,,,1
abanaemah,ghathami,Directed,299443,,,1
abanaemah,iabomar,Directed,299426,,,1
abanaemah,m_abdalbari,Directed,299386,,,1
abanaemah,m_mobarak,Directed,299383,,,1
abanaemah,mohanna63,Directed,299354,,,1
abanaemah,mohdiriye,Directed,299352,,,1
abanaemah,Moncef_Marzouki,Directed,299347,,,1
abanaemah,mujahed_dira,Directed,299338,,,1
abanaemah,namacenter,Directed,299325,,,1
abanaemah,nasertamimi,Directed,299324,,,1
abanaemah,omarhuss,Directed,299313,,,1
abanaemah,RabeaHafiz,Directed,299304,,,1
abanaemah,Raissouni11,Directed,299302,,,1
abanaemah,riyadhalasaad,Directed,299296,,,1
abanaemah,Saif_abdelfatah,Directed,299285,,,1
abanaemah,SamihJad,Directed,299275,,,1
abanaemah,seyidbah,Directed,299268,,,1
abanaemah,Sultana_Farida,Directed,299258,,,1
abanaemah,TaAbdualrahman,Directed,299255,,,1
abanaemah,Talkhedher,Directed,299250,,,1
abanaemah,TurkiAldakhil,Directed,299242,,,1
abanaemah,WaleedAbulkhair,Directed,299237,,,1
abanaemah,wddahaladab,Directed,299232,,,1
abanaemah,y_almatrfi,Directed,299230,,,1
abanaemah,ZainB,Directed,299222,,,1
iabomar,abanaemah,Directed,412510,,,1
Abubelal_1951,TurkiAldakhil,Directed,314081,,,1
lawyerasim,amshehri,Directed,437954,,,1
mahwe311,almonajjid,Directed,446671,,,1
Kh_OZ,933556265,Directed,564077,,,1
Kh_OZ,933556570,Directed,567430,,,1
Kh_OZ,933557079,Directed,574156,,,1
Kh_OZ,933557123,Directed,574743,,,1
Kh_OZ,933556882,Directed,572271,,,1
Kh_OZ,933556634,Directed,568220,,,1
Kh_OZ,933556323,Directed,564997,,,1
Kh_OZ,933557363,Directed,577380,,,1
Kh_OZ,933556288,Directed,564469,,,1
Kh_OZ,933557338,Directed,576694,,,1
Kh_OZ,AbdulqdoosA,Directed,427413,,,1
Kh_OZ,AbuHamza45,Directed,427406,,,1
Kh_OZ,AD_As3ad,Directed,427404,,,1
Kh_OZ,adelmarzooq,Directed,427402,,,1
Kh_OZ,AHussan,Directed,427387,,,1
Kh_OZ,alajmi01,Directed,427373,,,1
Kh_OZ,ali_adubisi,Directed,427364,,,1
Kh_OZ,aljaberi,Directed,427356,,,1
Kh_OZ,alsadiq07,Directed,427342,,,1
Kh_OZ,Alwashi7i,Directed,427333,,,1
Kh_OZ,ASWQ_101,Directed,427307,,,1
Kh_OZ,Aziz_Almahmoud,Directed,427299,,,1
Kh_OZ,BadrAljaafari,Directed,427296,,,1
Kh_OZ,basel_alabd,Directed,427295,,,1
Kh_OZ,bassamn60,Directed,427294,,,1
Kh_OZ,BBCWorld,Directed,427288,,,1
Kh_OZ,bintalal82,Directed,427283,,,1
Kh_OZ,brhom,Directed,427273,,,1
Kh_OZ,d_iplo,Directed,427257,,,1
Kh_OZ,Dr_Ulrichsen,Directed,427247,,,1
Kh_OZ,DrBaderALdahoom,Directed,427242,,,1
Kh_OZ,DrMahmoudRefaat,Directed,427236,,,1
Kh_OZ,Emanmag,Directed,427216,,,1
Kh_OZ,faisalalyahya,Directed,427206,,,1
Kh_OZ,FarisAbaalkhail,Directed,427201,,,1
Kh_OZ,haythamabokhal1,Directed,427167,,,1
Kh_OZ,iabomar,Directed,427152,,,1
Kh_OZ,IbrahimAlharam,Directed,427149,,,1
Kh_OZ,iyad_elbaghdadi,Directed,427142,,,1
Kh_OZ,mawazen_law,Directed,427083,,,1
Kh_OZ,Mehmetcanbekli1,Directed,427080,,,1
Kh_OZ,mohanna63,Directed,427060,,,1
Kh_OZ,mohmmad_khulaif,Directed,427056,,,1
Kh_OZ,MuathAlduwailah,Directed,427040,,,1
Kh_OZ,MUTARED,Directed,427037,,,1
Kh_OZ,oalmarzouqi,Directed,427014,,,1
Kh_OZ,RabeaHafiz,Directed,426987,,,1
Kh_OZ,salah_almahini,Directed,426962,,,1
Kh_OZ,saqer2030,Directed,426956,,,1
Kh_OZ,SelimaPax,Directed,426950,,,1
Kh_OZ,spectatorindex,Directed,426942,,,1
Kh_OZ,Sultana_Farida,Directed,426934,,,1
Kh_OZ,SultanAljumeri,Directed,426933,,,1
Kh_OZ,Sweden_AR,Directed,426928,,,1
Kh_OZ,Talkhedher,Directed,426919,,,1
Kh_OZ,TarekHamoud,Directed,426917,,,1
Kh_OZ,TheEconomist,Directed,426910,,,1
Kh_OZ,UAEstudies,Directed,426889,,,1
Kh_OZ,WajdWaqfi,Directed,426881,,,1
Kh_OZ,y_almatrfi,Directed,426874,,,1
Kh_OZ,YeniSafakArabic,Directed,426866,,,1
Kh_OZ,ZahidGol,Directed,426862,,,1
NasserAlajmi89,Kh_OZ,Directed,486817,,,1
alzuair,ghathami,Directed,342385,,,1
Abubelal_1951,ghathami,Directed,314129,,,1
LayanGCC,jabertoon,Directed,438057,,,1
islamicommapart,jabertoon,Directed,419329,,,1
AYS_300,jabertoon,Directed,359415,,,1
abukhald100,jabertoon,Directed,314588,,,1
lawyerasim,KhaledAND,Directed,437900,,,1
AYS_300,KhaledAND,Directed,359409,,,1
alzuair,KhaledAND,Directed,342358,,,1
mohammed_slman,brhom,Directed,468012,,,1
lawyerasim,brhom,Directed,437938,,,1
AYS_300,brhom,Directed,359475,,,1
alzuair,brhom,Directed,342443,,,1
abukhald100,brhom,Directed,314609,,,1
mohammed_slman,AzizAlgasim,Directed,468022,,,1
alzuair,AzizAlgasim,Directed,342457,,,1
almqaal,AzizAlgasim,Directed,336609,,,1
mohammed_slman,almalki_80,Directed,468051,,,1
lawyerasim,almalki_80,Directed,437968,,,1
eisa81617,almalki_80,Directed,381775,,,1
AYS_300,almalki_80,Directed,359505,,,1
almqaal,almalki_80,Directed,336613,,,1
abukhald100,almalki_80,Directed,314628,,,1
Abubelal_1951,almalki_80,Directed,314163,,,1
LayanGCC,omarhuss,Directed,438029,,,1
islamicommapart,omarhuss,Directed,419228,,,1
AYS_300,HADL0L,Directed,359434,,,1
NasserAlajmi89,SelimaPax,Directed,486568,,,1
lawyerasim,SelimaPax,Directed,437861,,,1
eisa81617,SelimaPax,Directed,381733,,,1
AYS_300,SelimaPax,Directed,359331,,,1
mohammed_slman,DrAdnanIbrahim,Directed,468003,,,1
Abubelal_1951,DrAdnanIbrahim,Directed,314137,,,1
NasserAlajmi89,WaleedAbulkhair,Directed,486488,,,1
mohammed_slman,WaleedAbulkhair,Directed,467829,,,1
mahwe311,WaleedAbulkhair,Directed,446557,,,1
lawyerasim,WaleedAbulkhair,Directed,437852,,,1
islamicommapart,WaleedAbulkhair,Directed,419110,,,1
eisa81617,WaleedAbulkhair,Directed,381727,,,1
AYS_300,WaleedAbulkhair,Directed,359310,,,1
abukhald100,WaleedAbulkhair,Directed,314550,,,1
